CODE_GENDER_F,CODE_GENDER_M,CODE_REJECT_REASON_CLIENT_mean,CODE_REJECT_REASON_HC_mean,CODE_REJECT_REASON_LIMIT_mean,CODE_REJECT_REASON_SCOFR_mean,CODE_REJECT_REASON_SCO_mean,CODE_REJECT_REASON_SYSTEM_mean,CODE_REJECT_REASON_VERIF_mean,CODE_REJECT_REASON_XAP_mean,CODE_REJECT_REASON_XNA_mean,EXT_SOURCE_2,EXT_SOURCE_3,FLAG_OWN_CAR_N,FLAG_OWN_CAR_Y,NAME_EDUCATION_TYPE_Academic degree,NAME_EDUCATION_TYPE_Higher education,NAME_EDUCATION_TYPE_Incomplete higher,NAME_EDUCATION_TYPE_Lower secondary,NAME_EDUCATION_TYPE_Secondary / secondary special,TARGET
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6441062140353658,0.646329897706246,0,1,0,1,0,0,0,0
1,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.7080945279330425,0.6706517530862718,1,0,0,0,0,0,1,0
0,1,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.8181818181818182,0.0,0.4684724454015888,0.1153866620073356,1,0,0,0,0,0,1,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7202217440511475,0.501075160239048,0,1,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1826964897269764,0.2366108235287817,1,0,0,0,0,0,1,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5750272699095527,0.5937175866150576,1,0,0,0,0,0,1,0
1,0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.5839526108445331,0.2985949897873972,1,0,0,0,0,0,1,0
0,1,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.6445973146475633,0.6863823354047934,1,0,0,1,0,0,0,0
1,0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.7155094334729648,0.248535557339522,0,1,0,1,0,0,0,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1740952540519669,0.5108529061800121,1,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7750588944196504,0.6430255641096323,1,0,0,1,0,0,0,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4388883743221131,0.5046813193144684,1,0,0,1,0,0,0,0
1,0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.3595498380167927,0.5108529061800121,1,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7608507409540549,0.4848514754962666,0,1,0,1,0,0,0,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4443831771165869,0.7449321846094795,0,1,0,0,0,0,1,0
0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.6,0.0,0.5333386762476158,0.5478104658520093,1,0,0,0,0,0,1,0
1,0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0.6815279599548626,0.5709165417729987,0,1,0,0,0,0,1,0
0,1,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.1396559180959339,0.5108529061800121,0,1,0,1,0,0,0,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0557769563508596,0.5108529061800121,0,1,0,1,0,0,0,0
1,0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.346277484297522,0.3001077565791181,1,0,0,0,0,0,1,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5142010578674685,0.5108529061800121,1,0,0,0,0,0,1,0
1,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.6202339032792111,0.6313545365850379,1,0,0,0,0,0,1,0
0,1,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.5714285714285714,0.0,0.7172688422322783,0.7136313997323308,1,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3869030796867815,0.2525986978339766,1,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0914728579537916,0.3201633668633456,1,0,0,0,0,0,1,0
0,1,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.75,0.0,0.2607886764727438,0.6925590674998008,1,0,0,0,0,0,1,1
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7332351585734416,0.6848276586890367,0,1,0,1,0,0,0,0
0,1,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.4535581855919432,0.6446794549585961,1,0,0,1,0,0,0,0
1,0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.7317783472144047,0.3910549766342248,1,0,0,0,0,0,1,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7252347522923905,0.5108529061800121,0,1,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.309656936665055,0.1940678276718812,1,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.539505159870132,0.6738300778602003,0,1,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6283989337049766,0.4668640059537032,1,0,0,0,0,0,1,1
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.587910430589156,0.8327850252992314,0,1,0,0,0,0,1,0
1,0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.7549486804198435,0.7544061731797895,1,0,0,0,0,0,1,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4239560652587863,0.746300213050371,1,0,0,0,0,0,1,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4101555579940689,0.5779691187553125,1,0,0,0,0,0,1,0
0,1,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.1426674896434273,0.4848514754962666,0,1,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6647486533347645,0.2580842039460289,1,0,0,0,0,0,1,0
0,1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.6224616354480321,0.5989262182569273,1,0,0,0,0,0,1,0
0,1,0.0,0.0,0.0,0.08333333333333333,0.25,0.0,0.0,0.6666666666666666,0.0,0.7782489391585519,0.4048783643353997,0,1,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6441563402579367,0.5814837058057234,0,1,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6270651946454041,0.8633633824101478,1,0,0,0,0,0,1,0
0,1,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.6154476344855077,0.1491674613233488,1,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.7143863823735939,0.6706517530862718,1,0,0,1,0,0,0,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2542454862229005,0.2807895743848605,1,0,0,0,0,0,1,1
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7030749804043666,0.5108529061800121,1,0,0,0,0,0,1,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6703972556232092,0.5108529061800121,0,1,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5745943646130783,0.3108182544189319,1,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6779194847386771,0.3092753558842053,1,0,0,0,0,0,1,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4766042666993766,0.5638350489514956,1,0,0,0,0,0,1,0
0,1,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.75,0.0,0.6671226582593858,0.3723336657058204,1,0,0,0,0,0,1,0
1,0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.875,0.0,0.3792495542623707,0.4596904504249018,1,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4936770224216928,0.5108529061800121,0,1,0,0,0,0,1,0
1,0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.7013510656557714,0.4048783643353997,1,0,0,1,0,0,0,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6623124897813153,0.8277026681625442,0,1,0,1,0,0,0,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5380325393520664,0.6528965519806539,0,1,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5236995043672498,0.6006575372857061,1,0,0,1,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0119019346973087,0.8027454758994178,1,0,0,0,0,0,1,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7246504569899868,0.475849908720221,0,1,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1661800930581227,0.5989262182569273,1,0,0,0,0,0,1,1
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3774442701959355,0.3996756156233169,0,1,0,0,0,0,1,0
0,1,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.8666666666666667,0.0,0.4521006804176629,0.5108529061800121,1,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6612013882779811,0.5954562029091491,1,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6797168886626803,0.5108529061800121,1,0,0,0,1,0,0,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6120313944129986,0.5108529061800121,1,0,0,1,0,0,0,0
1,0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.6367037738509876,0.5100895276257282,1,0,0,0,0,0,1,0
0,1,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.0390274442100974,0.520897599048938,1,0,0,0,0,0,1,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7212252924456101,0.7862666146611379,1,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5901601827883525,0.4525335592581747,0,1,0,0,0,0,1,0
0,1,0.0,0.11764705882352941,0.0,0.0,0.11764705882352941,0.0,0.0,0.7647058823529411,0.0,0.1771758591997441,0.1852020815902493,0,1,0,0,0,0,1,0
1,0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.7777777777777778,0.0,0.6439658438075141,0.5849900404894085,1,0,0,0,1,0,0,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5608191277235755,0.6496203111237195,0,1,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6981257648882595,0.4668640059537032,1,0,0,0,0,0,1,0
0,1,0.0,0.07692307692307693,0.23076923076923078,0.0,0.0,0.0,0.0,0.6923076923076923,0.0,0.0356219811198659,0.6313545365850379,1,0,0,1,0,0,0,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6301283426187895,0.6161216908872079,1,0,0,0,0,0,1,0
1,0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.7142857142857143,0.0,0.1154996870340357,0.3723336657058204,1,0,0,0,0,0,1,1
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3908058198102284,0.2151824041847538,0,1,0,1,0,0,0,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5997349847839439,0.6817058776720116,0,1,0,0,0,0,1,0
0,1,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.5714285714285714,0.0,0.0490906737091533,0.4561097392782771,0,1,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5779530073485126,0.6512602186973006,1,0,0,1,0,0,0,0
0,1,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,0.8181818181818182,0.0,0.6808868655163929,0.3842068130556564,1,0,0,0,0,0,1,0
0,1,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.5511023060881489,0.1068419476808217,0,1,0,0,0,0,1,1
1,0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.8333333333333334,0.0,0.4941307072738956,0.5495965024956946,1,0,0,1,0,0,0,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2085341715184291,0.4596904504249018,0,1,0,1,0,0,0,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6885343078990122,0.3606125659189888,0,1,0,0,0,1,0,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4071751240412011,0.0600353828621645,1,0,0,0,0,0,1,1
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6708609582613473,0.5334816299804352,1,0,0,1,0,0,0,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2773773529086621,0.7281412993111438,1,0,0,0,0,0,1,1
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5382010282074319,0.237916079507114,1,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5967075803639218,0.6023863442690867,0,1,0,1,0,0,0,0
1,0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.7635498760880558,0.4436153084085652,1,0,0,0,0,0,1,1
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5002369600271047,0.3376727217405312,1,0,0,0,0,0,1,0
0,1,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.75,0.0,0.1369560494194295,0.5549467685334323,0,1,0,0,0,0,1,0
1,0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.2703976976103342,0.6006575372857061,1,0,0,1,0,0,0,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6326374238567664,0.4974688893052743,0,1,0,0,0,0,1,0
1,0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.8,0.0,0.6198320606233597,0.4489622731076524,1,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6128203499923356,0.6397075677637197,1,0,0,0,0,0,1,0
0,1,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.7498689059346317,0.4794489811780563,0,1,0,0,1,0,0,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3353326834476312,0.6642482627052363,1,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6622635801794581,0.5108529061800121,0,1,0,1,0,0,0,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4790049560964404,0.5108529061800121,1,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7087540028679055,0.6380435278721609,1,0,0,0,0,0,1,0
0,1,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.4439674735780239,0.3893387918468769,1,0,0,0,0,0,1,1
1,0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.0,0.6194455185037637,0.6722428897082422,1,0,0,1,0,0,0,0
1,0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.3567749634300678,0.4578995512067301,1,0,0,1,0,0,0,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3735368439234284,0.2314393514998941,0,1,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4456091437454829,0.5108529061800121,1,0,0,0,0,0,1,1
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4825040299909481,0.5108529061800121,0,1,0,1,0,0,0,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1621921059592286,0.8435435389318647,0,1,0,0,1,0,0,0
0,1,0.0,0.2222222222222222,0.3333333333333333,0.0,0.1111111111111111,0.0,0.0,0.3333333333333333,0.0,0.4367193095358897,0.5937175866150576,0,1,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7756264405125,0.6863823354047934,1,0,0,0,0,0,1,0
0,1,0.0,0.07142857142857142,0.0,0.14285714285714285,0.0,0.0,0.0,0.7857142857142857,0.0,0.6929812008352407,0.5108529061800121,1,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4187045343325653,0.8327850252992314,1,0,0,0,0,0,1,0
1,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.7496555618971955,0.5108529061800121,0,1,0,0,0,0,1,0
0,1,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.6222354949889561,0.2055981385493208,0,1,0,0,0,0,1,0
1,0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.6799025241030766,0.4776491548517548,1,0,0,1,0,0,0,0
1,0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.0664857762693234,0.4543210601605785,1,0,0,0,0,0,1,1
1,0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.6547844907017011,0.2327247762679433,1,0,0,1,0,0,0,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4512233209517372,0.3201633668633456,1,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6094372238526702,0.8357765157975799,1,0,0,0,0,0,1,0
1,0,0.0,0.1111111111111111,0.0,0.0,0.3333333333333333,0.0,0.0,0.5555555555555556,0.0,0.6325103599943628,0.4507472818545589,1,0,0,0,0,0,1,0
1,0,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.75,0.0,0.4638632186177855,0.3791004853998145,1,0,0,0,0,0,1,1
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6261596022796849,0.5989262182569273,1,0,0,0,0,0,1,0
0,1,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.407159288714144,0.4083588531230431,0,1,0,0,1,0,0,1
1,0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.1604053214783667,0.5108529061800121,0,1,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5927123818890677,0.6430255641096323,1,0,0,0,0,0,1,0
0,1,0.0,0.0,0.0625,0.0,0.125,0.0,0.0,0.8125,0.0,0.6276530970594884,0.5108529061800121,1,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7535584121609701,0.6430255641096323,1,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6665979889053817,0.8128226070575616,0,1,0,1,0,0,0,0
1,0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.5983378438340847,0.5867400085415683,0,1,0,0,0,0,1,0
1,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.5526219749855708,0.6706517530862718,0,1,0,1,0,0,0,0
1,0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.4610038721071116,0.2151824041847538,1,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.6318696782072749,0.7281412993111438,1,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6358029296456986,0.4794489811780563,1,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.342761462943412,0.7886807751817684,1,0,0,1,0,0,0,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3639980386101596,0.7338145369642702,1,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.448036009570946,0.8128226070575616,1,0,0,0,0,0,1,0
0,1,0.18181818181818182,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.0,0.2962347362490988,0.4650692149562261,0,1,0,1,0,0,0,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1550086659949527,0.5108529061800121,1,0,0,0,0,0,1,1
1,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.8,0.1,0.7424596535755943,0.5108529061800121,0,1,0,0,0,0,1,0
1,0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.6,0.0,0.5830013132636902,0.3016248916841194,0,1,0,0,0,0,1,0
1,0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.2033031450442788,0.2405414172860865,1,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1942664499695638,0.3706496323299817,1,0,0,0,0,0,1,1
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6944123079923215,0.5108529061800121,1,0,0,1,0,0,0,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6488838647958962,0.5108529061800121,1,0,0,1,0,0,0,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7033396873272526,0.5108529061800121,1,0,0,0,0,0,1,0
1,0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.7514242772953565,0.4471785780453068,1,0,0,0,1,0,0,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5942318217845904,0.7194907850918436,1,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5200982903172942,0.746300213050371,1,0,0,0,0,0,1,0
0,1,0.375,0.125,0.125,0.0,0.0,0.0,0.0,0.375,0.0,0.6185636367603942,0.4848514754962666,0,1,0,0,0,0,1,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3229486330908975,0.2250868621163805,1,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4946554632063682,0.5585066276769286,0,1,0,1,0,0,0,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5984954965225675,0.6479768603302221,1,0,0,1,0,0,0,0
0,1,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.6933532758222255,0.4722533429586386,1,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6991938632005016,0.5108529061800121,1,0,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7376302961890032,0.4241303111942548,0,1,0,0,0,0,1,0
1,0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.4957542077126828,0.6363761710860439,1,0,0,0,0,1,0,1
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4938738001587949,0.5971924268337128,1,0,0,0,0,0,1,0
0,1,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.7101108310599349,0.5108529061800121,0,1,0,0,1,0,0,0
0,1,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.4267140707751722,0.4668640059537032,0,1,0,0,0,0,1,0
0,1,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0.022340627544749,0.1547436312725944,0,1,0,0,0,0,1,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4131054913476245,0.5919766183185521,0,1,0,0,0,0,1,1
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7004479577843421,0.4258928980051529,0,1,0,1,0,0,0,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7605243138590143,0.3774042489507649,1,0,0,0,0,0,1,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3292341175007463,0.3077366963789207,0,1,0,0,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1548483364575313,0.5567274263630174,1,0,0,0,0,0,1,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5789981232073192,0.7407990879702335,1,0,0,0,0,0,1,0
0,1,0.1111111111111111,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.2222222222222222,0.6029170974511339,0.2822484337007223,1,0,0,1,0,0,0,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3051455918659044,0.4974688893052743,0,1,0,0,0,0,1,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0059889981839123,0.2392262794694045,1,0,0,0,0,0,1,0
0,1,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.75,0.0,0.3995811587924997,0.501075160239048,0,1,0,0,1,0,0,0
0,1,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.6141011396227696,0.4866531565147181,0,1,0,0,0,0,1,0
1,0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.4311759945328153,0.5108529061800121,0,1,0,0,0,0,1,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6747025537800861,0.8004513396487078,0,1,0,1,0,0,0,0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2964308085402721,0.5108529061800121,1,0,0,0,0,0,1,0
